ano_trabajo;título profesional;Categoría de Trabajo;moneda_salario;salario;salario_en_usd;residencia_empleado;nivel_de_experiencia;Tipo_de_empleo;escenario _de_trabajo;Ubicación_de_la_compañía;tamaño de la empresa
2023;Ingeniero de datos;Ingeniería de datos;USD;137500;137500;Estados Unidos;Senior;Full-time;Remoto;Estados Unidos;M
2023;Ingeniero de datos;Ingeniería de datos;USD;81500;81500;Estados Unidos;Senior;Full-time;Remoto;Estados Unidos;M
2023;Ingeniero de datos;Ingeniería de datos;USD;144000;144000;Estados Unidos;Senior;Full-time;Remoto;Estados Unidos;M
2023;Ingeniero de datos;Ingeniería de datos;USD;66000;66000;Estados Unidos;Senior;Full-time;Remoto;Estados Unidos;M
2023;Ingeniero de datos;Ingeniería de datos;USD;180000;180000;Estados Unidos;Senior;Full-time;En persona;Estados Unidos;M
2023;Ingeniero de datos;Ingeniería de datos;USD;160000;160000;Estados Unidos;Senior;Full-time;En persona;Estados Unidos;M
2023;Ingeniero de datos;Ingeniería de datos;USD;259000;259000;Estados Unidos;Senior;Full-time;Remoto;Estados Unidos;M
2023;Ingeniero de datos;Ingeniería de datos;USD;146000;146000;Estados Unidos;Senior;Full-time;Remoto;Estados Unidos;M
2023;Ingeniero de datos;Ingeniería de datos;USD;200000;200000;Estados Unidos;Senior;Full-time;En persona;Estados Unidos;M
2023;Ingeniero de datos;Ingeniería de datos;USD;160000;160000;Estados Unidos;Senior;Full-time;En persona;Estados Unidos;M
2023;Ingeniero de datos;Ingeniería de datos;USD;310000;310000;Estados Unidos;Ejecutivo;Full-time;Remoto;Estados Unidos;M
2023;Ingeniero de datos;Ingeniería de datos;USD;239000;239000;Estados Unidos;Ejecutivo;Full-time;Remoto;Estados Unidos;M
2023;Ingeniero de datos;Ingeniería de datos;USD;140000;140000;Estados Unidos;Nivel medio;Full-time;Remoto;Estados Unidos;M
2023;Ingeniero de datos;Ingeniería de datos;USD;120000;120000;Estados Unidos;Nivel medio;Full-time;Remoto;Estados Unidos;M
2023;Ingeniero de datos;Ingeniería de datos;USD;259000;259000;Estados Unidos;Senior;Full-time;Remoto;Estados Unidos;M
2023;Ingeniero de datos;Ingeniería de datos;USD;146000;146000;Estados Unidos;Senior;Full-time;Remoto;Estados Unidos;M
2023;Ingeniero de datos;Ingeniería de datos;USD;139500;139500;Estados Unidos;Senior;Full-time;En persona;Estados Unidos;M
2023;Ingeniero de datos;Ingeniería de datos;USD;109400;109400;Estados Unidos;Senior;Full-time;En persona;Estados Unidos;M
2023;Ingeniero de datos;Ingeniería de datos;USD;125000;125000;Estados Unidos;Nivel medio;Full-time;En persona;Estados Unidos;M
2023;Ingeniero de datos;Ingeniería de datos;USD;90000;90000;Estados Unidos;Nivel medio;Full-time;En persona;Estados Unidos;M
2023;Ingeniero de datos;Ingeniería de datos;USD;120000;120000;Estados Unidos;Nivel medio;Full-time;En persona;Estados Unidos;M
2023;Ingeniero de datos;Ingeniería de datos;USD;90000;90000;Estados Unidos;Nivel medio;Full-time;En persona;Estados Unidos;M
2023;Ingeniero de datos;Ingeniería de datos;USD;230000;230000;Estados Unidos;Senior;Full-time;En persona;Estados Unidos;M
2023;Ingeniero de datos;Ingeniería de datos;USD;170000;170000;Estados Unidos;Senior;Full-time;En persona;Estados Unidos;M
2023;Ingeniero de datos;Ingeniería de datos;USD;180000;180000;Estados Unidos;Senior;Full-time;Remoto;Estados Unidos;M
2023;Ingeniero de datos;Ingeniería de datos;USD;160000;160000;Estados Unidos;Senior;Full-time;Remoto;Estados Unidos;M
2023;Ingeniero de datos;Ingeniería de datos;USD;180000;180000;Estados Unidos;Senior;Full-time;En persona;Estados Unidos;M
2023;Ingeniero de datos;Ingeniería de datos;USD;130000;130000;Estados Unidos;Senior;Full-time;En persona;Estados Unidos;M
2023;Ingeniero de datos;Ingeniería de datos;USD;226700;226700;Estados Unidos;Senior;Full-time;En persona;Estados Unidos;M
2023;Ingeniero de datos;Ingeniería de datos;USD;133300;133300;Estados Unidos;Senior;Full-time;En persona;Estados Unidos;M
2023;Ingeniero de datos;Ingeniería de datos;USD;252000;252000;Estados Unidos;Senior;Full-time;En persona;Estados Unidos;M
2023;Ingeniero de datos;Ingeniería de datos;USD;129000;129000;Estados Unidos;Senior;Full-time;En persona;Estados Unidos;M
2023;Ingeniero de datos;Ingeniería de datos;USD;250000;250000;Estados Unidos;Senior;Full-time;Remoto;Estados Unidos;M
2023;Ingeniero de datos;Ingeniería de datos;USD;162500;162500;Estados Unidos;Senior;Full-time;Remoto;Estados Unidos;M
2023;Ingeniero de datos;Ingeniería de datos;USD;167580;167580;Estados Unidos;Senior;Full-time;En persona;Estados Unidos;M
2023;Ingeniero de datos;Ingeniería de datos;USD;87980;87980;Estados Unidos;Senior;Full-time;En persona;Estados Unidos;M
2023;Ingeniero de datos;Ingeniería de datos;USD;250000;250000;Estados Unidos;Senior;Full-time;Remoto;Estados Unidos;M
2023;Ingeniero de datos;Ingeniería de datos;USD;63000;63000;Estados Unidos;Senior;Full-time;Remoto;Estados Unidos;M
2023;Ingeniero de datos;Ingeniería de datos;USD;124740;124740;Estados Unidos;Senior;Full-time;En persona;Estados Unidos;M
2023;Ingeniero de datos;Ingeniería de datos;USD;65488;65488;Estados Unidos;Senior;Full-time;En persona;Estados Unidos;M
2023;Ingeniero de datos;Ingeniería de datos;USD;213580;213580;Estados Unidos;Senior;Full-time;Remoto;Estados Unidos;M
2023;Ingeniero de datos;Ingeniería de datos;USD;163625;163625;Estados Unidos;Senior;Full-time;Remoto;Estados Unidos;M
2023;Ingeniero de datos;Ingeniería de datos;USD;235000;235000;Estados Unidos;Ejecutivo;Full-time;En persona;Estados Unidos;M
2023;Ingeniero de datos;Ingeniería de datos;USD;210000;210000;Estados Unidos;Ejecutivo;Full-time;En persona;Estados Unidos;M
2023;Ingeniero de datos;Ingeniería de datos;USD;160000;160000;Estados Unidos;Senior;Full-time;Remoto;Estados Unidos;M
2023;Ingeniero de datos;Ingeniería de datos;USD;75000;75000;Estados Unidos;Senior;Full-time;Remoto;Estados Unidos;M
2023;Ingeniero de datos;Ingeniería de datos;USD;250000;250000;Estados Unidos;Senior;Full-time;Remoto;Estados Unidos;M
2023;Ingeniero de datos;Ingeniería de datos;USD;162500;162500;Estados Unidos;Senior;Full-time;Remoto;Estados Unidos;M
2023;Ingeniero de datos;Ingeniería de datos;USD;241871;241871;Estados Unidos;Senior;Full-time;En persona;Estados Unidos;M
2023;Ingeniero de datos;Ingeniería de datos;USD;133832;133832;Estados Unidos;Senior;Full-time;En persona;Estados Unidos;M
2023;Ingeniero de datos;Ingeniería de datos;USD;210914;210914;Estados Unidos;Ejecutivo;Full-time;Remoto;Estados Unidos;M
2023;Ingeniero de datos;Ingeniería de datos;USD;116704;116704;Estados Unidos;Ejecutivo;Full-time;Remoto;Estados Unidos;M
2023;Ingeniero de datos;Ingeniería de datos;USD;128000;128000;Estados Unidos;Senior;Full-time;En persona;Estados Unidos;M
2023;Ingeniero de datos;Ingeniería de datos;USD;81500;81500;Estados Unidos;Senior;Full-time;En persona;Estados Unidos;M
2023;Ingeniero de datos;Ingeniería de datos;USD;284000;284000;Estados Unidos;Ejecutivo;Full-time;Remoto;Estados Unidos;M
2023;Ingeniero de datos;Ingeniería de datos;USD;236000;236000;Estados Unidos;Ejecutivo;Full-time;Remoto;Estados Unidos;M
2023;Ingeniero de datos;Ingeniería de datos;USD;226700;226700;Estados Unidos;Senior;Full-time;En persona;Estados Unidos;M
2023;Ingeniero de datos;Ingeniería de datos;USD;133300;133300;Estados Unidos;Senior;Full-time;En persona;Estados Unidos;M
2023;Ingeniero de datos;Ingeniería de datos;USD;163800;163800;Estados Unidos;Senior;Full-time;En persona;Estados Unidos;M
2023;Ingeniero de datos;Ingeniería de datos;USD;126000;126000;Estados Unidos;Senior;Full-time;En persona;Estados Unidos;M
2023;Ingeniero de datos;Ingeniería de datos;USD;145000;145000;Estados Unidos;Senior;Full-time;En persona;Estados Unidos;M
2023;Ingeniero de datos;Ingeniería de datos;USD;115000;115000;Estados Unidos;Senior;Full-time;En persona;Estados Unidos;M
2023;Ingeniero de datos;Ingeniería de datos;USD;162500;162500;Estados Unidos;Nivel medio;Full-time;En persona;Estados Unidos;M
2023;Ingeniero de datos;Ingeniería de datos;USD;130000;130000;Estados Unidos;Nivel medio;Full-time;En persona;Estados Unidos;M
2023;Ingeniero de datos;Ingeniería de datos;USD;150000;150000;Estados Unidos;Senior;Full-time;Remoto;Estados Unidos;M
2023;Ingeniero de datos;Ingeniería de datos;USD;107000;107000;Estados Unidos;Senior;Full-time;Remoto;Estados Unidos;M
2023;Ingeniero de datos;Ingeniería de datos;USD;175000;175000;Estados Unidos;Ejecutivo;Full-time;En persona;Estados Unidos;M
2023;Ingeniero de datos;Ingeniería de datos;USD;110000;110000;Estados Unidos;Ejecutivo;Full-time;En persona;Estados Unidos;M
2023;Ingeniero de datos;Ingeniería de datos;USD;226700;226700;Estados Unidos;Senior;Full-time;En persona;Estados Unidos;M
2023;Ingeniero de datos;Ingeniería de datos;USD;133300;133300;Estados Unidos;Senior;Full-time;En persona;Estados Unidos;M
2023;Ingeniero de datos;Ingeniería de datos;USD;252000;252000;Estados Unidos;Senior;Full-time;En persona;Estados Unidos;M
2023;Ingeniero de datos;Ingeniería de datos;USD;129000;129000;Estados Unidos;Senior;Full-time;En persona;Estados Unidos;M
2023;Ingeniero de datos;Ingeniería de datos;USD;252000;252000;Estados Unidos;Senior;Full-time;En persona;Estados Unidos;M
2023;Ingeniero de datos;Ingeniería de datos;USD;129000;129000;Estados Unidos;Senior;Full-time;En persona;Estados Unidos;M
2023;Ingeniero de datos;Ingeniería de datos;USD;265000;265000;Estados Unidos;Senior;Full-time;Remoto;Estados Unidos;M
2023;Ingeniero de datos;Ingeniería de datos;USD;182750;182750;Estados Unidos;Senior;Full-time;Remoto;Estados Unidos;M
2023;Ingeniero de datos;Ingeniería de datos;USD;137500;137500;Estados Unidos;Senior;Full-time;En persona;Estados Unidos;M
2023;Ingeniero de datos;Ingeniería de datos;USD;81500;81500;Estados Unidos;Senior;Full-time;En persona;Estados Unidos;M
2023;Ingeniero de datos;Ingeniería de datos;USD;200000;200000;Estados Unidos;Ejecutivo;Full-time;En persona;Estados Unidos;M
2023;Ingeniero de datos;Ingeniería de datos;USD;145000;145000;Estados Unidos;Ejecutivo;Full-time;En persona;Estados Unidos;M
2023;Ingeniero de datos;Ingeniería de datos;USD;160000;160000;Estados Unidos;Nivel Básico;Full-time;En persona;Estados Unidos;M
2023;Ingeniero de datos;Ingeniería de datos;USD;135000;135000;Estados Unidos;Nivel Básico;Full-time;En persona;Estados Unidos;M
2023;Ingeniero de datos;Ingeniería de datos;USD;310000;310000;Estados Unidos;Ejecutivo;Full-time;Remoto;Estados Unidos;M
2023;Ingeniero de datos;Ingeniería de datos;USD;239000;239000;Estados Unidos;Ejecutivo;Full-time;Remoto;Estados Unidos;M
2023;Ingeniero de datos;Ingeniería de datos;USD;240000;240000;Estados Unidos;Senior;Full-time;En persona;Estados Unidos;M
2023;Ingeniero de datos;Ingeniería de datos;USD;170000;170000;Estados Unidos;Senior;Full-time;En persona;Estados Unidos;M
2023;Ingeniero de datos;Ingeniería de datos;USD;165000;165000;Estados Unidos;Senior;Full-time;Remoto;Estados Unidos;M
2023;Ingeniero de datos;Ingeniería de datos;USD;107250;107250;Estados Unidos;Senior;Full-time;Remoto;Estados Unidos;M
2023;Ingeniero de datos;Ingeniería de datos;USD;300000;300000;Estados Unidos;Senior;Full-time;En persona;Estados Unidos;M
2023;Ingeniero de datos;Ingeniería de datos;USD;119000;119000;Estados Unidos;Senior;Full-time;En persona;Estados Unidos;M
2023;Ingeniero de datos;Ingeniería de datos;USD;240500;240500;Estados Unidos;Senior;Full-time;En persona;Estados Unidos;L
2023;Ingeniero de datos;Ingeniería de datos;USD;123700;123700;Estados Unidos;Senior;Full-time;En persona;Estados Unidos;L
2023;Ingeniero de datos;Ingeniería de datos;USD;160000;160000;Estados Unidos;Senior;Full-time;Remoto;Estados Unidos;M
2023;Ingeniero de datos;Ingeniería de datos;USD;90000;90000;Estados Unidos;Senior;Full-time;Remoto;Estados Unidos;M
2023;Ingeniero de datos;Ingeniería de datos;USD;170000;170000;Estados Unidos;Senior;Full-time;En persona;Estados Unidos;M
2023;Ingeniero de datos;Ingeniería de datos;USD;120000;120000;Estados Unidos;Senior;Full-time;En persona;Estados Unidos;M
2023;Ingeniero de datos;Ingeniería de datos;USD;225000;225000;Estados Unidos;Senior;Full-time;En persona;Estados Unidos;M
2023;Ingeniero de datos;Ingeniería de datos;USD;140000;140000;Estados Unidos;Senior;Full-time;En persona;Estados Unidos;M
2023;Ingeniero de datos;Ingeniería de datos;USD;85000;85000;Estados Unidos;Senior;Full-time;Remoto;Estados Unidos;M
2023;Ingeniero de datos;Ingeniería de datos;USD;75000;75000;Estados Unidos;Senior;Full-time;Remoto;Estados Unidos;M
2023;Ingeniero de datos;Ingeniería de datos;USD;220000;220000;Estados Unidos;Senior;Full-time;En persona;Estados Unidos;M
2023;Ingeniero de datos;Ingeniería de datos;USD;160000;160000;Estados Unidos;Senior;Full-time;En persona;Estados Unidos;M
2023;Ingeniero de datos;Ingeniería de datos;USD;205600;205600;Estados Unidos;Senior;Full-time;Remoto;Estados Unidos;M
2023;Ingeniero de datos;Ingeniería de datos;USD;107500;107500;Estados Unidos;Senior;Full-time;Remoto;Estados Unidos;M
2023;Ingeniero de datos;Ingeniería de datos;USD;120000;120000;Estados Unidos;Nivel medio;Full-time;En persona;Estados Unidos;M
2023;Ingeniero de datos;Ingeniería de datos;USD;95000;95000;Estados Unidos;Nivel medio;Full-time;En persona;Estados Unidos;M
2023;Ingeniero de datos;Ingeniería de datos;USD;185900;185900;Estados Unidos;Senior;Full-time;En persona;Estados Unidos;M
2023;Ingeniero de datos;Ingeniería de datos;USD;129300;129300;Estados Unidos;Senior;Full-time;En persona;Estados Unidos;M
2023;Ingeniero de datos;Ingeniería de datos;USD;160000;160000;Estados Unidos;Senior;Full-time;Remoto;Estados Unidos;M
2023;Ingeniero de datos;Ingeniería de datos;USD;130000;130000;Estados Unidos;Senior;Full-time;Remoto;Estados Unidos;M
2023;Ingeniero de datos;Ingeniería de datos;USD;250000;250000;Estados Unidos;Nivel medio;Full-time;En persona;Estados Unidos;M
2023;Ingeniero de datos;Ingeniería de datos;USD;175000;175000;Estados Unidos;Nivel medio;Full-time;En persona;Estados Unidos;M
2023;Ingeniero de datos;Ingeniería de datos;USD;130000;130000;Estados Unidos;Senior;Full-time;En persona;Estados Unidos;M
2023;Ingeniero de datos;Ingeniería de datos;USD;75000;75000;Estados Unidos;Senior;Full-time;En persona;Estados Unidos;M
2023;Ingeniero de datos;Ingeniería de datos;USD;252000;252000;Estados Unidos;Senior;Full-time;En persona;Estados Unidos;M
2023;Ingeniero de datos;Ingeniería de datos;USD;129000;129000;Estados Unidos;Senior;Full-time;En persona;Estados Unidos;M
2023;Ingeniero de datos;Ingeniería de datos;USD;226700;226700;Estados Unidos;Senior;Full-time;En persona;Estados Unidos;M
2023;Ingeniero de datos;Ingeniería de datos;USD;133300;133300;Estados Unidos;Senior;Full-time;En persona;Estados Unidos;M
2023;Ingeniero de datos;Ingeniería de datos;USD;170000;170000;Estados Unidos;Senior;Full-time;Remoto;Estados Unidos;M
2023;Ingeniero de datos;Ingeniería de datos;USD;150000;150000;Estados Unidos;Senior;Full-time;Remoto;Estados Unidos;M
2023;Ingeniero de datos;Ingeniería de datos;USD;150000;150000;Estados Unidos;Nivel medio;Full-time;En persona;Estados Unidos;M
2023;Ingeniero de datos;Ingeniería de datos;USD;130000;130000;Estados Unidos;Nivel medio;Full-time;En persona;Estados Unidos;M
2023;Ingeniero de datos;Ingeniería de datos;USD;205600;205600;Estados Unidos;Senior;Full-time;En persona;Estados Unidos;L
2023;Ingeniero de datos;Ingeniería de datos;USD;105700;105700;Estados Unidos;Senior;Full-time;En persona;Estados Unidos;L
2023;Ingeniero de datos;Ingeniería de datos;USD;160000;160000;Estados Unidos;Nivel Básico;Full-time;En persona;Estados Unidos;M
2023;Ingeniero de datos;Ingeniería de datos;USD;135000;135000;Estados Unidos;Nivel Básico;Full-time;En persona;Estados Unidos;M
2023;Ingeniero de datos;Ingeniería de datos;USD;120000;120000;Estados Unidos;Nivel medio;Full-time;Remoto;Estados Unidos;M
2023;Ingeniero de datos;Ingeniería de datos;USD;95000;95000;Estados Unidos;Nivel medio;Full-time;Remoto;Estados Unidos;M
2023;Ingeniero de datos;Ingeniería de datos;USD;250000;250000;Estados Unidos;Senior;Full-time;Remoto;Estados Unidos;M
2023;Ingeniero de datos;Ingeniería de datos;USD;63000;63000;Estados Unidos;Senior;Full-time;Remoto;Estados Unidos;M
2023;Ingeniero de datos;Ingeniería de datos;USD;300000;300000;Estados Unidos;Senior;Full-time;En persona;Estados Unidos;M
2023;Ingeniero de datos;Ingeniería de datos;USD;130000;130000;Estados Unidos;Senior;Full-time;En persona;Estados Unidos;M
2023;Ingeniero de datos;Ingeniería de datos;USD;122000;122000;Estados Unidos;Senior;Full-time;En persona;Estados Unidos;M
2023;Ingeniero de datos;Ingeniería de datos;USD;94000;94000;Estados Unidos;Senior;Full-time;En persona;Estados Unidos;M
2023;Ingeniero de datos;Ingeniería de datos;USD;252000;252000;Estados Unidos;Senior;Full-time;En persona;Estados Unidos;M
2023;Ingeniero de datos;Ingeniería de datos;USD;129000;129000;Estados Unidos;Senior;Full-time;En persona;Estados Unidos;M
2023;Ingeniero de datos;Ingeniería de datos;USD;120000;120000;Estados Unidos;Nivel medio;Full-time;En persona;Estados Unidos;M
2023;Ingeniero de datos;Ingeniería de datos;USD;95000;95000;Estados Unidos;Nivel medio;Full-time;En persona;Estados Unidos;M
2023;Ingeniero de datos;Ingeniería de datos;USD;232200;232200;Estados Unidos;Senior;Full-time;Remoto;Estados Unidos;M
2023;Ingeniero de datos;Ingeniería de datos;USD;167200;167200;Estados Unidos;Senior;Full-time;Remoto;Estados Unidos;M
2023;Ingeniero de datos;Ingeniería de datos;USD;170000;170000;Estados Unidos;Senior;Full-time;Remoto;Estados Unidos;M
2023;Ingeniero de datos;Ingeniería de datos;USD;114000;114000;Estados Unidos;Senior;Full-time;Remoto;Estados Unidos;M
2023;Ingeniero de datos;Ingeniería de datos;USD;291500;291500;Estados Unidos;Senior;Full-time;En persona;Estados Unidos;M
2023;Ingeniero de datos;Ingeniería de datos;USD;180000;180000;Estados Unidos;Senior;Full-time;En persona;Estados Unidos;M
2023;Ingeniero de datos;Ingeniería de datos;USD;196200;196200;Estados Unidos;Ejecutivo;Full-time;En persona;Estados Unidos;M
2023;Ingeniero de datos;Ingeniería de datos;USD;150900;150900;Estados Unidos;Ejecutivo;Full-time;En persona;Estados Unidos;M
2023;Ingeniero de datos;Ingeniería de datos;USD;105000;105000;Estados Unidos;Nivel medio;Full-time;En persona;Estados Unidos;M
2023;Ingeniero de datos;Ingeniería de datos;USD;70000;70000;Estados Unidos;Nivel medio;Full-time;En persona;Estados Unidos;M
2023;Ingeniero de datos;Ingeniería de datos;USD;133800;133800;Estados Unidos;Senior;Full-time;Remoto;Estados Unidos;M
2023;Ingeniero de datos;Ingeniería de datos;USD;96100;96100;Estados Unidos;Senior;Full-time;Remoto;Estados Unidos;M
2023;Ingeniero de datos;Ingeniería de datos;USD;202000;202000;Estados Unidos;Senior;Full-time;Remoto;Estados Unidos;M
2023;Ingeniero de datos;Ingeniería de datos;USD;135000;135000;Estados Unidos;Senior;Full-time;Remoto;Estados Unidos;M
2023;Ingeniero de datos;Ingeniería de datos;USD;160000;160000;Estados Unidos;Senior;Full-time;En persona;Estados Unidos;M
2023;Ingeniero de datos;Ingeniería de datos;USD;110000;110000;Estados Unidos;Senior;Full-time;En persona;Estados Unidos;M
2023;Ingeniero de datos;Ingeniería de datos;USD;170000;170000;Estados Unidos;Senior;Full-time;Remoto;Estados Unidos;M
2023;Ingeniero de datos;Ingeniería de datos;USD;150000;150000;Estados Unidos;Senior;Full-time;Remoto;Estados Unidos;M
2023;Ingeniero de datos;Ingeniería de datos;USD;175308;175308;Estados Unidos;Senior;Full-time;En persona;Estados Unidos;M
2023;Ingeniero de datos;Ingeniería de datos;USD;100706;100706;Estados Unidos;Senior;Full-time;En persona;Estados Unidos;M
2023;Ingeniero de datos;Ingeniería de datos;USD;310000;310000;Estados Unidos;Senior;Full-time;En persona;Estados Unidos;M
2023;Ingeniero de datos;Ingeniería de datos;USD;229000;229000;Estados Unidos;Senior;Full-time;En persona;Estados Unidos;M
2023;Ingeniero de datos;Ingeniería de datos;USD;226700;226700;Estados Unidos;Senior;Full-time;En persona;Estados Unidos;M
2023;Ingeniero de datos;Ingeniería de datos;USD;133300;133300;Estados Unidos;Senior;Full-time;En persona;Estados Unidos;M
2023;Ingeniero de datos;Ingeniería de datos;USD;120000;120000;Estados Unidos;Nivel medio;Full-time;En persona;Estados Unidos;M
2023;Ingeniero de datos;Ingeniería de datos;USD;100000;100000;Estados Unidos;Nivel medio;Full-time;En persona;Estados Unidos;M
2023;Ingeniero de datos;Ingeniería de datos;USD;231250;231250;Estados Unidos;Senior;Full-time;Remoto;Estados Unidos;M
2023;Ingeniero de datos;Ingeniería de datos;USD;138750;138750;Estados Unidos;Senior;Full-time;Remoto;Estados Unidos;M
2023;Ingeniero de datos;Ingeniería de datos;USD;199000;199000;Estados Unidos;Senior;Full-time;En persona;Estados Unidos;M
2023;Ingeniero de datos;Ingeniería de datos;USD;162000;162000;Estados Unidos;Senior;Full-time;En persona;Estados Unidos;M
2023;Ingeniero de datos;Ingeniería de datos;USD;160000;160000;Estados Unidos;Nivel Básico;Full-time;En persona;Estados Unidos;M
2023;Ingeniero de datos;Ingeniería de datos;USD;135000;135000;Estados Unidos;Nivel Básico;Full-time;En persona;Estados Unidos;M
2023;Ingeniero de datos;Ingeniería de datos;USD;200000;200000;Estados Unidos;Senior;Full-time;En persona;Estados Unidos;M
2023;Ingeniero de datos;Ingeniería de datos;USD;160000;160000;Estados Unidos;Senior;Full-time;En persona;Estados Unidos;M
2023;Ingeniero de datos;Ingeniería de datos;USD;187500;187500;Estados Unidos;Senior;Full-time;Remoto;Estados Unidos;M
2023;Ingeniero de datos;Ingeniería de datos;USD;175000;175000;Estados Unidos;Senior;Full-time;Remoto;Estados Unidos;M
2023;Ingeniero de datos;Ingeniería de datos;USD;291500;291500;Estados Unidos;Senior;Full-time;En persona;Estados Unidos;M
2023;Ingeniero de datos;Ingeniería de datos;USD;180000;180000;Estados Unidos;Senior;Full-time;En persona;Estados Unidos;M
2023;Ingeniero de datos;Ingeniería de datos;USD;161800;161800;Estados Unidos;Senior;Full-time;En persona;Estados Unidos;M
2023;Ingeniero de datos;Ingeniería de datos;USD;141600;141600;Estados Unidos;Senior;Full-time;En persona;Estados Unidos;M
2023;Ingeniero de datos;Ingeniería de datos;USD;166000;166000;Estados Unidos;Senior;Full-time;Remoto;Estados Unidos;M
2023;Ingeniero de datos;Ingeniería de datos;USD;128000;128000;Estados Unidos;Senior;Full-time;Remoto;Estados Unidos;M
2023;Ingeniero de datos;Ingeniería de datos;USD;160000;160000;Estados Unidos;Senior;Full-time;Remoto;Estados Unidos;M
2023;Ingeniero de datos;Ingeniería de datos;USD;75000;75000;Estados Unidos;Senior;Full-time;Remoto;Estados Unidos;M
2023;Ingeniero de datos;Ingeniería de datos;USD;236000;236000;Estados Unidos;Senior;Full-time;Remoto;Estados Unidos;M
2023;Ingeniero de datos;Ingeniería de datos;USD;182000;182000;Estados Unidos;Senior;Full-time;Remoto;Estados Unidos;M
2023;Ingeniero de datos;Ingeniería de datos;USD;160000;160000;Estados Unidos;Nivel Básico;Full-time;En persona;Estados Unidos;M
2023;Ingeniero de datos;Ingeniería de datos;USD;135000;135000;Estados Unidos;Nivel Básico;Full-time;En persona;Estados Unidos;M
2023;Ingeniero de infraestructura de datos;Ingeniería de datos;USD;300105;300105;Estados Unidos;Senior;Full-time;En persona;Estados Unidos;M
2023;Ingeniero de infraestructura de datos;Ingeniería de datos;USD;151090;151090;Estados Unidos;Senior;Full-time;En persona;Estados Unidos;M
2023;Ingeniero de infraestructura de datos;Ingeniería de datos;USD;385000;385000;Estados Unidos;Senior;Full-time;En persona;Estados Unidos;M
2023;Ingeniero de infraestructura de datos;Ingeniería de datos;USD;200000;200000;Estados Unidos;Senior;Full-time;En persona;Estados Unidos;M
2023;Ingeniero de infraestructura de datos;Ingeniería de datos;USD;185000;185000;Estados Unidos;Senior;Full-time;En persona;Estados Unidos;M
2023;Ingeniero de infraestructura de datos;Ingeniería de datos;USD;145000;145000;Estados Unidos;Senior;Full-time;En persona;Estados Unidos;M
2023;Ingeniero de infraestructura de datos;Ingeniería de datos;USD;184000;184000;Estados Unidos;Senior;Full-time;Remoto;Estados Unidos;M
2023;Ingeniero de infraestructura de datos;Ingeniería de datos;USD;143000;143000;Estados Unidos;Senior;Full-time;Remoto;Estados Unidos;M
2023;Ingeniero de infraestructura de datos;Ingeniería de datos;USD;190000;190000;Estados Unidos;Nivel medio;Full-time;Remoto;Estados Unidos;M
2023;Ingeniero de infraestructura de datos;Ingeniería de datos;USD;160000;160000;Estados Unidos;Nivel medio;Full-time;Remoto;Estados Unidos;M
2023;Ingeniero de infraestructura de datos;Ingeniería de datos;USD;190000;190000;Estados Unidos;Nivel medio;Full-time;En persona;Estados Unidos;M
2023;Ingeniero de infraestructura de datos;Ingeniería de datos;USD;183310;183310;Estados Unidos;Nivel medio;Full-time;En persona;Estados Unidos;M
2023;Ingeniero de integración de datos;Ingeniería de datos;USD;161000;161000;Estados Unidos;Senior;Full-time;Remoto;Estados Unidos;M
2023;Ingeniero de integración de datos;Ingeniería de datos;USD;75000;75000;Estados Unidos;Senior;Full-time;Remoto;Estados Unidos;M
2023;Especialista en Integración de Datos;Gestión y estrategia de datos;USD;240000;240000;Estados Unidos;Nivel Básico;Full-time;Remoto;Estados Unidos;M
2023;Especialista en Integración de Datos;Gestión y estrategia de datos;USD;100000;100000;Estados Unidos;Nivel Básico;Full-time;Remoto;Estados Unidos;M
2023;Especialista en Integración de Datos;Gestión y estrategia de datos;USD;63750;63750;Estados Unidos;Nivel Básico;Full-time;Remoto;Estados Unidos;M
2023;Especialista en Integración de Datos;Gestión y estrategia de datos;USD;46400;46400;Estados Unidos;Nivel Básico;Full-time;Remoto;Estados Unidos;M
2023;Especialista en Integración de Datos;Gestión y estrategia de datos;USD;69500;69500;Estados Unidos;Nivel Básico;Full-time;Remoto;Estados Unidos;M
2023;Especialista en Integración de Datos;Gestión y estrategia de datos;USD;46400;46400;Estados Unidos;Nivel Básico;Full-time;Remoto;Estados Unidos;M
2023;Líder de datos;Liderazgo y gestión;USD;230000;230000;Estados Unidos;Ejecutivo;Full-time;En persona;Estados Unidos;M
2023;Líder de datos;Liderazgo y gestión;USD;180000;180000;Estados Unidos;Ejecutivo;Full-time;En persona;Estados Unidos;M
2023;Líder de datos;Liderazgo y gestión;USD;230000;230000;Estados Unidos;Ejecutivo;Full-time;En persona;Estados Unidos;M
2023;Líder de datos;Liderazgo y gestión;USD;180000;180000;Estados Unidos;Ejecutivo;Full-time;En persona;Estados Unidos;M
2023;Líder de datos;Liderazgo y gestión;USD;250000;250000;Estados Unidos;Ejecutivo;Full-time;En persona;Estados Unidos;M
2023;Líder de datos;Liderazgo y gestión;USD;222000;222000;Estados Unidos;Ejecutivo;Full-time;En persona;Estados Unidos;M
2023;Líder de datos;Liderazgo y gestión;USD;130000;130000;Estados Unidos;Nivel medio;Full-time;Remoto;Estados Unidos;M
2023;Líder de datos;Liderazgo y gestión;USD;115000;115000;Estados Unidos;Nivel medio;Full-time;Remoto;Estados Unidos;M
